"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"Tailwind Group","","","none","","2026-09-03","no site confirmed after 2 fetch(es); tailwindgroup.com: parked/stub page (the domain name) | tailwind-group.com: page body empty",""
"Tammy Coleman Homes","https://www.tammycolemanhomes.com/","","none","https://www.tammycolemanhomes.com/","2026-09-03","existing-contact-page: https://www.tammycolemanhomes.com/: http 0","Virginia Beach, VA"
"TCO, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); tco.com: page does not name the organisation | tco.net: page does not name the organisation","Eagan, MN"
"TCS Management","","","none","","2026-09-03","no site confirmed after 2 fetch(es); tcsmgt.com: page body empty | tcsmanagement.com: page body empty","Philadelphia, PA"
"Team and Vasseur Commercial Real Estate","","","none","","2026-09-03","no candidate domain resolved from the name","Fort Worth, TX"
"Team Wilson Real Estate","https://teamwilsontn.com/","","none","https://teamwilsontn.com/","2026-09-03","existing-contact-page: teamwilsontn.com: no generic mailbox published; teamwilsontn.com: no generic mailbox published","Mount Juliet, TN"
"Terry & Terry Co","https://www.terryterry.co/","","none","https://www.terryterry.co/","2026-09-03","existing-contact-page: terryterry.co: no generic mailbox published; terryterry.co: no generic mailbox published","Miami, FL"
"Tessier Associates","","","none","","2026-09-03","no site confirmed after 1 fetch(es); tessierassociates.com: page does not name the organisation","NC"
"Texas Star Community Management, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); texasstarcommunitymanagement.com: page body empty | texasstar.com: http 500","Houston, TX"
"The Bedrock Group","https://www.bedrockgroup.com/","info@bedrockgroup.ch","mailbox","https://www.bedrockgroup.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"The Carlyle Group, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); carlylegroup.com: http 404 | carlyle-group.com: page body empty",""
"The Cavalieri Property Management","","","none","","2026-09-03","no candidate domain resolved from the name","Winter Park, FL"
"The Clarke-Dominik Group, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Houston, TX"
"The Commercial Group","","contact@commercialgroupusa.com","mailbox","https://data.wa.gov/d/t9je-9qwa","2026-09-03","gov-register: register: WA L&I statement-of-intent filings; mailbox domain not confirmed as the site: page body empty; no site confirmed after 2 fetch(es); commercialgroup.com: weak name (commercialgroup): page does not corroborate the location | commercial-group.com: weak name (commercialgroup): page does not corroborate the location","Las Vegas, NV"
"The Heron Group","http://www.theherongroup.net/","","none","http://www.theherongroup.net/","2026-09-03","existing-contact-page: theherongroup.net: no generic mailbox published; theherongroup.net: no generic mailbox published","FL"
"The Jenkins Organization","https://www.jenkinsorg.com/management/","","none","https://www.jenkinsorg.com/management/","2026-09-03","existing-contact-page: jenkinsorg.com: no generic mailbox published; jenkinsorg.com: no generic mailbox published","TX"
"The Listing Real Estate Management","https://thelistingrem.com/","info@thelistingrem.com","mailbox","https://thelistingrem.com/contact-us/","2026-09-03","existing-contact-page: mailbox published on the contact page","Orlando, FL"
"The Management Trust","https://managementtrust.com/","https://managementtrust.com/contact/","form","https://managementtrust.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Houston, TX"
"The Michaels Organization","","","none","","2026-09-03","no candidate domain resolved from the name",""
"The Mor Group","https://themorgroup.com/","","none","https://themorgroup.com/","2026-09-03","existing-contact-page: themorgroup.com: no generic mailbox published; themorgroup.com: no generic mailbox published","Henderson, NV"
"The Posada Group, Inc.","https://posadarealty.com/","","none","https://posadarealty.com/","2026-09-03","existing-contact-page: posadarealty.com: no generic mailbox published; posadarealty.com: no generic mailbox published","San Jose, CA"
"The Preiss Company","https://www.preiss.com/","https://www.preiss.com/contact/","form","https://www.preiss.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"The Property Group","https://propertygroup.com/","https://propertygroup.com/about","form","https://propertygroup.com/about","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Poulsbo, WA"
"The Property Manager","https://www.thepropertymanager.com/","https://www.thepropertymanager.com/#1496713284","form","https://www.thepropertymanager.com/#1496713284","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Tulsa, OK"
"The Requity Group","https://requitygroup.com/","info@requitygroup.com","mailbox","https://requitygroup.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"The Scion Group","https://sciongroup.com/","","none","https://sciongroup.com/","2026-09-03","dns-guess: site confirmed: full name in the page source (JavaScript-rendered page); no contact page found (homepage only)",""
"The Source Property Management, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); sourcepropertymanagement.com: http 404 | sourceproperty.com: page body empty","Loveland, CO"
"The Temple Companies","https://templecompanies.com/","info@templecompanies.com","mailbox","https://templecompanies.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"The Warren Management Group, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); warrenmanagement.com: page does not name the organisation","Colorado Springs, CO"
"The Westover Companies","https://www.westovercompanies.com/","https://www.westovercompanies.com/contact-us/","form","https://www.westovercompanies.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Ardmore, PA"
"The Wooten Co., LLC","https://wooten.com/","","none","http://wooten.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only); no site confirmed after 2 fetch(es); wooten.com: fetch failed (dns/tls/timeout/blocked) | wooten.net: http 503","Springfield, MO"
"Third IV Properties","","","none","","2026-09-03","no site confirmed after 1 fetch(es); thirdivproperties.com: host does not carry the organisation name",""
"Thoroughbread Management","","","none","","2026-09-03","no candidate domain resolved from the name","North Las Vegas, NV"
"Three Pillar Communities","https://threepillarcommunities.com/","info@threepillarcommunities.com","mailbox","https://threepillarcommunities.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"Throughbred Management","","","none","","2026-09-03","no candidate domain resolved from the name","N Las Vegas, NV"
"Thunderbird Property Management and Realty Company","https://www.thunderbirdproperties.com/","services@thunderbirdproperties.com","mailbox","https://www.thunderbirdproperties.com/contact-2/","2026-09-03","existing-contact-page: mailbox published on the contact page","Albuquerque, NM"
"Thunderbolt-lightfoot, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); thunderbolt-lightfoot.com: http 403","Hillsboro, WA"
"Tindell & Co","https://tindellco.com/","info@tindellco.com","mailbox","https://www.tindellco.com/contact/","2026-09-03","existing-contact-page: mailbox published on the contact page","Portland, OR"
"TJM Realty Group","https://tjmrealtygroup.com/","info@tjmrealtygroup.com","mailbox","https://tjmrealtygroup.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Marble Falls, TX"
"TNT Self Storage Management","https://www.tntselfstoragemanagement.com/","","none","https://www.tntselfstoragemanagement.com/","2026-09-03","existing-contact-page: https://www.tntselfstoragemanagement.com/: http 0","CA"
"Tomlin & Associates, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Lynchburg, VA"
"Top Service Property Management, Llc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); topservicepropertymanagement.com: http 503 | topservice.com: http 503; no site confirmed after 2 fetch(es); topservicepropertymanagement.com: fetch failed (dns/tls/timeout/blocked) | topservice.com: fetch failed (dns/tls/timeout/blocked)","Miami Lakes, FL"
"Total Property Management","","","none","","2026-09-03","no site confirmed after 2 fetch(es); totalpropertymanagement.com: page body empty | totalproperty.com: page body empty","Milton, WA"
"TouchPoint Property Management","https://www.touchpointpropertymanagement.com/charlotte-property-management","","none","https://www.touchpointpropertymanagement.com/charlotte-property-management","2026-09-03","existing-contact-page: touchpointpropertymanagement.com: no generic mailbox published; touchpointpropertymanagement.com: no generic mailbox published","Charlotte, NC"
"Town & Country Property Management, Inc.","https://townandcountrycommunities.com/","","none","https://townandcountrycommunities.com/","2026-09-03","existing-contact-page: townandcountrycommunities.com: no generic mailbox published; townandcountrycommunities.com: no generic mailbox published","Greenwood, SC"
"TOWN MANAGEMENT LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); townmanagement.com: http 403 | town-management.com: weak name (townmanagement): page does not corroborate the location","Williamsburg, VA"
"Towne Properties","","","none","","2026-09-03","no site confirmed after 1 fetch(es); towneproperties.com: http 403","NC"
"TOWNSIDE COMMUNITY MANAGEMENT LLC","https://townsidecommunitymanagement.com/","","none","https://townsidecommunitymanagement.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Blacksburg, VA"
"TransCapital Property Management","https://www.transcapitalpm.com/","rentals@transcapitalpm.com","mailbox","https://www.transcapitalpm.com/contact-us","2026-09-03","existing-contact-page: mailbox published on the contact page","West Sacramento, CA"
"TRC Strategic Realty","https://trcstrategicrealty.com/","management@trcstrategicrealty.com","mailbox","http://trcstrategicrealty.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Nashville, TN"
