"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"Tolin Mechanical Systems Company, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); tolinmechanical.com: page body empty | tolinmechanical.net: page body empty","Denver, CO"
"Tom Barrow Co","https://tombarrow.com/","","none","https://tombarrow.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Atlanta, GA"
"Tomcat Engineering Unlimited LLC","https://www.tomcatunlimited.com/","info@tomcatunlimited.com","mailbox","https://www.tomcatunlimited.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Martinez Lake, AZ"
"Tompco, Inc.","https://tompco.net/","","none","http://tompco.net/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Seabeck, WA"
"Tongue River Construction LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); tongueriver.com: page body empty","Banner, WY"
"Tonto Tribal Development Company LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Payson, AZ"
"Tony Demaria Electric, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Wilmington, CA"
"Toole Industrial Supplies, Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Albany, GA"
"Tootle Construction, LLC","https://www.tootleconstruction.com/","https://www.tootleconstruction.com/contact.html","form","https://www.tootleconstruction.com/contact.html","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Longwood, FL"
"Top Gun Contracting Inc","https://topguncontracting.com/","https://topguncontracting.com/contact/","form","https://topguncontracting.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Warner Robins, GA"
"Top Of The Line Services, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); toplineservices.com: parked/stub page (web hosting by) | topline.com: page does not name the organisation","Dumfries, VA"
"Top Onyx LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); toponyx.com: http 403 | toponyx.org: http 404","Mesa, AZ"
"Top Way For Commercial Services & Car Rent Ltd","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Top Woofer LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Prescott, AZ"
"Topgun Sealcoating LLC","https://www.topgunsealcoating.com/","info@topgunsealcoating.com","mailbox","https://www.topgunsealcoating.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Morgantown, WV"
"Topside Contracting, LLC","https://www.topsidecontracting.com/","https://www.topsidecontracting.com/contact-us/","form","https://www.topsidecontracting.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","San Antonio, TX"
"Torgeson Electric Co","https://torgesonelectric.com/","https://torgesonelectric.com/contact","form","https://torgesonelectric.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Topeka, KS"
"Toro Defense Contracting, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); torodefense.com: page body empty","OK,TX"
"Toro-Aire, Inc.","https://toroaire.com/","sales@toroaire.com","mailbox","https://toroaire.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Compton, CA"
"Torres In Situ Sociedad Anonima","","","none","","2026-09-03","no site confirmed after 2 fetch(es); torresin.com: page does not name the organisation | torresin.net: http 403",""
"Torres Jeffrey J","","","none","","2026-09-03","no candidate domain resolved from the name","Helotes, TX"
"Total Demolition Services LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); totaldemolitionservices.com: parked/stub page (domain for sale) | totaldemolition.com: page body empty","Oklahoma City, OK"
"Total Restoration Services, Inc.","https://totalrestoration.com/","info@totalrestoration.com","mailbox","https://totalrestoration.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on homepage","Hampstead, MD"
"Total Solution LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); totalsolution.com: weak name (totalsolution): page does not corroborate the location | total-solution.com: page does not name the organisation","Santa Ana, CA"
"Total Systems Commissioning, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); totalsystemscommissioning.com: host does not carry the organisation name | totalsystems.com: parked/stub page (domain for sale)","Atlanta, GA"
"Total Water Treatment Systems, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); totalwater.com: page body empty | totalwater.net: page does not name the organisation","Madison, WI"
"Tourgee & Associates Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Owings Mills, MD"
"Tower Elevator Systems, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); towerelevator.com: http 503","Round Rock, TX"
"Tower Solutions LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); towersolutions.net: http 503","Saint Paul, MN"
"Town Center Construction, L.L.C.","https://www.towncenter.com/","support@towncenter.com","mailbox","https://www.towncenter.com/contact-us/","2026-09-03","dns-guess: site confirmed: distinctive name in page; mailbox on contact page","Northfield, OH"
"Traco, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); traco.com: page body empty | traco.net: page body empty","Omaha, NE"
"Trade Mechanical Contractors Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); trademechanical.com: page body empty","Oklahoma City, OK"
"Trade On Demand, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); tradeondemand.com: http 403 | tradeon.com: page does not name the organisation","Franklin, TN"
"Trade Trac, Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); tradetrac.com: page body empty","San Diego, CA"
"Trademasters Service, Inc.","https://trademasters-service.com/","http://trademasters-service.com/","form","http://trademasters-service.com/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Lorton, VA"
"Traffic & Safety Control Systems Inc","https://www.trafficsafetystore.com/","contact@trafficsafetystore.com","mailbox","https://www.trafficsafetystore.com/blog","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on homepage","Wixom, MI"
"Traffic Safety Service LLC","https://trafficsafetyservice.com/","info@trafficsafetyservice.com","mailbox","https://trafficsafetyservice.com/pages/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on contact page","South Plainfield, NJ"
"Trane U.S. Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","AR,CA,CO,CT,HI,IA"
"Trang Construction Co.","","","none","","2026-09-03","no candidate domain resolved from the name","Elkridge, MD"
"Translogic Corp.","https://www.translogic.com/","https://www.translogic.com/en/contact","form","https://www.translogic.com/en/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Broomfield, CO"
"Transystems Corporation","https://transystems.net/","support@transystems.net","mailbox","http://transystems.net/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","MO,VA"
"Trautman’S Painting, L.L.C.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); trautmans.com: parked/stub page (hugedomains)","Port Charlotte, FL"
"Travis D Klein LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Big Timber, MT"
"Traxyl Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); traxyl.com: http 403 | traxyl.net: http 403","Gainesville, VA"
"Treatise Contracts Holdings LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); treatisecontracts.com: page does not name the organisation","Yucca Valley, CA"
"Treeline Construction, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); treelineconstruction.com: parked/stub page (this domain is for sale) | treelineconstruction.net: page body empty","Napa, CA"
"Trend Construction Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); trendconstruction.net: page body empty","GA,NC"
"Treon Support Services Jv, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Anchorage, AK"
"Tri Coast Construction, LLC","https://www.tricoastconstruction.com/","https://www.tricoastconstruction.com/points-of-contact","form","https://www.tricoastconstruction.com/points-of-contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","LA,OR,WA"
"Tri Coast-Pac Tech JV Lllp","","","none","","2026-09-03","no site confirmed after 2 fetch(es); tricoast.com: page does not name the organisation | tricoast.net: page does not name the organisation","Kelso, WA"
"Tri State Excavating LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); tristateexcavating.com: page body empty | tristate.com: host does not carry the organisation name","West Yellowstone, MT"
"Tri Vet Contracting Co, Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); trivetcontracting.com: http 409","Pine Grove, PA"
"Tri-Logistics LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); trilogistics.com: page does not name the organisation | tri-logistics.com: page body empty","Upper Marlboro, MD"
"Tri-State Dirtworks, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); tristatedirtworks.com: parked/stub page (under construction) | tristate.com: page does not name the organisation","Moyie Springs, ID"
"Triad Lifts LLC","https://triadlifts.com/","https://triadlifts.com/contact-us/","form","https://triadlifts.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Philadelphia, PA"
"Triangle Automated Controls Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Raleigh, NC"
"Triangle Fire Protection Inc","https://www.trianglefireprotection.com/","admin@trianglefireprotection.com","mailbox","https://www.trianglefireprotection.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Carlisle, PA"
"Triangle Manifold Services, Inc.","https://trianglemanifold.com/","info@trianglemanifold.com","mailbox","https://trianglemanifold.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Clayton, NC"
"Tribal One Technology, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); tribalone.net: page body empty","North Bend, OR"
"Trident Dredging And Marine Construction, LLC","https://www.tridentdredging.com/","http://www.tridentdredging.com/contact/","form","http://www.tridentdredging.com/contact/","2026-09-03","dns-guess: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published","Fayetteville, NC"
